idx,class,conversation
1128,일상 대화,"하이
뭐 해??
내일 잠깐 볼 수 있어?
장소는 어디로 할까??
응응
그럼 이따 연락할게
안녕하세요
바빠??
점심 뭐 먹을까?
장소는 어디로 할까?"
1129,일상 대화,"오랜만
파일 공유해줄 수 있어?
혹시 다시 한 번 보내줄래? ㅎㅎ
오케이
땡큐
나중에 봐
좋은 아침
이번 주 마감 괜찮겠어?
혹시 다시 한 번 보내줄래??
오케이"
1130,일상 대화,"좋은 저녁
스터디 언제 할래?
장소는 어디로 할까?
알겠어
감사합니다
그럼 이따 연락할게
안녕
수업 자료 봤어?
그럼 몇 시가 좋아??
응응"
1131,일상 대화,"안녕하세요
시간 괜찮아??
오늘 저녁 시간 돼?
장소는 어디로 할까?
알겠어
내일 보자
좋은 저녁
시간 괜찮아?
커피 한 잔 할래?
그거 말한 거 맞지?
넵"
1132,일상 대화,"하이
지금 어디야??
내일 잠깐 볼 수 있어?
혹시 다시 한 번 보내줄래??
넵
나중에 봐
안녕하세요
오늘 일정 어때?
커피 한 잔 할래?
정확히 뭐가 필요한 거야??
알겠어"
1133,일상 대화,"안녕
과제 어디까지 했어??
혹시 다시 한 번 보내줄래?
알겠어
고마워!
그럼 이따 연락할게
좋은 아침
시험 범위 정리했어??
그거 말한 거 맞지??
알겠어"
1134,일상 대화,"안녕하세요
스터디 언제 할래?
장소는 어디로 할까?? ㅎㅎ
응응
땡큐 ㅎㅎ
좋은 하루 보내
안녕
과제 어디까지 했어?
그거 말한 거 맞지?!
알겠어"
1135,일상 대화,"오랜만
파일 공유해줄 수 있어?!
장소는 어디로 할까?
응응
감사합니다
조심히 들어가
안녕하세요 ㅎㅎ
회의 자료 다 됐어?
혹시 다시 한 번 보내줄래??
응응"
1136,일상 대화,"안녕
수업 자료 봤어?
장소는 어디로 할까?
확인했어!
땡큐
그럼 이따 연락할게
좋은 저녁!
수업 자료 봤어?
그거 말한 거 맞지??
응응"
1137,일상 대화,"오랜만
스터디 언제 할래?
그럼 몇 시가 좋아?
알겠어 ㅎㅎ
고마워!
그럼 이따 연락할게
좋은 저녁
시험 범위 정리했어??!
정확히 뭐가 필요한 거야?
넵!
고마워! ㅎㅎ
그럼 이따 연락할게!"
1138,일상 대화,"안녕
비 온대 ㅎㅎ
오늘 일정 어때?
점심 뭐 먹을까? ㅎㅎ
오케이 ㅎㅎ
조심히 들어가
하이
날씨 진짜 좋다
바빠?!"
1139,일상 대화,"좋은 아침
비 온대
바빠??
주말에 뭐 할 거야?
넵
그럼 이따 연락할게
안녕하세요
비 온대
오늘 일정 어때?
점심 뭐 먹을까?
응응
조심히 들어가
좋은 저녁"
1140,일상 대화,"좋은 저녁 ㅎㅎ
지금 어디야?
내일 잠깐 볼 수 있어?
혹시 다시 한 번 보내줄래?
좋아
조심히 들어가
좋은 아침
오늘 일정 어때?
커피 한 잔 할래??
그럼 몇 시가 좋아?
확인했어
조심히 들어가"
1141,일상 대화,"좋은 저녁
날씨 진짜 좋다
오늘 일정 어때?
내일 잠깐 볼 수 있어? ㅎㅎ!
확인했어
나중에 봐
좋은 아침
비 온대
바빠?
커피 한 잔 할래?"
1142,일상 대화,"하이
배송은 빨라?!
장소는 어디로 할까??
오케이
땡큐
좋은 하루 보내
하이
배송은 빨라?
그럼 몇 시가 좋아?
좋아"
1143,일상 대화,"안녕하세요
비 온대
뭐 해?
주말에 뭐 할 거야?
확인했어
나중에 봐
하이
날씨 진짜 좋다
바빠?
오늘 저녁 시간 돼?"
1144,일상 대화,"안녕하세요
뭐 해?
오늘 저녁 시간 돼? ㅎㅎ
그거 말한 거 맞지?
좋아
내일 보자
오랜만
오늘 일정 어때?
주말에 뭐 할 거야?
정확히 뭐가 필요한 거야??"
1145,일상 대화,"안녕
회의 자료 다 됐어?
그럼 몇 시가 좋아?
응응
감사합니다
나중에 봐
좋은 저녁
그 건 일정 어떻게 돼?
정확히 뭐가 필요한 거야??
넵"
1146,일상 대화,"하이
이번 주 마감 괜찮겠어?
혹시 다시 한 번 보내줄래??!
응응
고마워!
좋은 하루 보내
좋은 아침
회의 자료 다 됐어?
그거 말한 거 맞지??
넵"
1147,일상 대화,"안녕하세요
그거 어디서 샀어??
그거 말한 거 맞지? ㅎㅎ
알겠어
고마워! ㅎㅎ
내일 보자
좋은 저녁
배송은 빨라??
그거 말한 거 맞지?
넵"
1148,일상 대화,"좋은 저녁
오늘 일정 어때?
커피 한 잔 할래?
그럼 몇 시가 좋아??
넵
그럼 이따 연락할게
좋은 아침
지금 어디야??
점심 뭐 먹을까?
정확히 뭐가 필요한 거야?
알겠어"
1149,일상 대화,"좋은 아침
이번 주 마감 괜찮겠어?
혹시 다시 한 번 보내줄래?
알겠어
덕분에 살았다
조심히 들어가 ㅎㅎ
좋은 저녁
그 건 일정 어떻게 돼? ㅎㅎ
장소는 어디로 할까?
좋아
땡큐"
1150,일상 대화,"좋은 저녁
스터디 언제 할래??
정확히 뭐가 필요한 거야?
확인했어
진짜 고마워 ㅎㅎ
나중에 봐
좋은 아침
교수님 공지 봤어?!
그럼 몇 시가 좋아?
알겠어"
1151,일상 대화,"오랜만
그거 어디서 샀어?
그거 말한 거 맞지?? ㅎㅎ!
오케이!
고마워!
조심히 들어가
하이 ㅎㅎ
배송은 빨라?
그거 말한 거 맞지?
오케이"
1152,일상 대화,"좋은 저녁 ㅎㅎ
오늘 일정 어때?
커피 한 잔 할래?
그럼 몇 시가 좋아?
확인했어
내일 보자
오랜만!
바빠? ㅎㅎ
주말에 뭐 할 거야??
정확히 뭐가 필요한 거야?"
1153,일상 대화,"안녕
시간 괜찮아??
내일 잠깐 볼 수 있어?
혹시 다시 한 번 보내줄래?? ㅎㅎ
넵
나중에 봐
안녕하세요
뭐 해?
점심 뭐 먹을까?
그거 말한 거 맞지? ㅎㅎ"
1154,일상 대화,"오랜만 ㅎㅎ
수업 자료 봤어?
혹시 다시 한 번 보내줄래?
확인했어
감사합니다
내일 보자
오랜만
스터디 언제 할래?
혹시 다시 한 번 보내줄래??
응응"
1155,일상 대화,"오랜만
오늘 일정 어때?
내일 잠깐 볼 수 있어?
정확히 뭐가 필요한 거야?
넵
그럼 이따 연락할게
좋은 아침
뭐 해?
내일 잠깐 볼 수 있어?
정확히 뭐가 필요한 거야??
넵
그럼 이따 연락할게"
1156,일상 대화,"오랜만
지금 어디야?
주말에 뭐 할 거야?
그럼 몇 시가 좋아?
오케이
좋은 하루 보내
하이
바빠??
내일 잠깐 볼 수 있어?
그럼 몇 시가 좋아?"
1157,일상 대화,"좋은 저녁 ㅎㅎ
그거 어디서 샀어?
정확히 뭐가 필요한 거야??
확인했어
고마워!
그럼 이따 연락할게
오랜만 ㅎㅎ
배송은 빨라??
혹시 다시 한 번 보내줄래?
오케이 ㅎㅎ"
1158,일상 대화,"좋은 아침
가격 괜찮아?
정확히 뭐가 필요한 거야?!
응응
진짜 고마워
내일 보자
좋은 아침
그거 어디서 샀어?
혹시 다시 한 번 보내줄래??
넵"
1159,일상 대화,"하이
그거 어디서 샀어?
그럼 몇 시가 좋아?
좋아
땡큐
나중에 봐 ㅎㅎ
안녕하세요
사이즈 어때??
그럼 몇 시가 좋아?
응응!
고마워!
내일 보자"
1160,일상 대화,"좋은 저녁
가격 괜찮아?
그거 말한 거 맞지??
응응
땡큐
조심히 들어가
좋은 저녁
그거 어디서 샀어??
정확히 뭐가 필요한 거야?
오케이
덕분에 살았다"
1161,일상 대화,"하이!
바빠?
내일 잠깐 볼 수 있어?
장소는 어디로 할까?
오케이
좋은 하루 보내
좋은 아침
지금 어디야?"
1162,일상 대화,"안녕
회의 자료 다 됐어??
정확히 뭐가 필요한 거야??
확인했어!
덕분에 살았다
내일 보자
안녕
오늘까지 가능해?
그거 말한 거 맞지? ㅎㅎ
알겠어"
1163,일상 대화,"안녕하세요
오늘 일정 어때??
점심 뭐 먹을까?!
그럼 몇 시가 좋아?
응응
나중에 봐!
오랜만
바빠??
점심 뭐 먹을까?
그럼 몇 시가 좋아?
오케이
그럼 이따 연락할게"
1164,일상 대화,"하이
교수님 공지 봤어?
혹시 다시 한 번 보내줄래??
넵
진짜 고마워
그럼 이따 연락할게
오랜만!
과제 어디까지 했어?!
혹시 다시 한 번 보내줄래?
넵"
1165,일상 대화,"안녕하세요
그 건 일정 어떻게 돼?
그거 말한 거 맞지??
넵
감사합니다
내일 보자
안녕
회의 자료 다 됐어?
그럼 몇 시가 좋아??
넵
진짜 고마워
내일 보자"
1166,일상 대화,"안녕하세요
스터디 언제 할래?
혹시 다시 한 번 보내줄래?
넵
땡큐
그럼 이따 연락할게
안녕"
1167,일상 대화,"좋은 저녁
파일 공유해줄 수 있어?
장소는 어디로 할까??!
알겠어 ㅎㅎ
감사합니다
나중에 봐
안녕
그 건 일정 어떻게 돼?
장소는 어디로 할까?!
좋아"
1168,일상 대화,"하이
그거 어디서 샀어?
장소는 어디로 할까?
응응
진짜 고마워 ㅎㅎ
좋은 하루 보내!
좋은 아침"
1169,일상 대화,"안녕하세요
오늘까지 가능해?
그거 말한 거 맞지?
확인했어
진짜 고마워
그럼 이따 연락할게 ㅎㅎ
좋은 저녁
파일 공유해줄 수 있어?
장소는 어디로 할까?
넵
고마워!
좋은 하루 보내
좋은 아침 ㅎㅎ
파일 공유해줄 수 있어?"
1170,일상 대화,"안녕하세요
시험 범위 정리했어? ㅎㅎ
그럼 몇 시가 좋아?
좋아
땡큐
내일 보자
좋은 아침
과제 어디까지 했어?
혹시 다시 한 번 보내줄래??
넵 ㅎㅎ"
1171,일상 대화,"좋은 아침
시험 범위 정리했어?
장소는 어디로 할까?
확인했어
땡큐
좋은 하루 보내
좋은 저녁
시험 범위 정리했어?? ㅎㅎ
그거 말한 거 맞지??
알겠어"
1172,일상 대화,"좋은 저녁
과제 어디까지 했어??
그거 말한 거 맞지?
좋아
진짜 고마워
좋은 하루 보내
안녕하세요
스터디 언제 할래?
정확히 뭐가 필요한 거야?
알겠어"
1173,일상 대화,"안녕하세요
오늘 춥다
바빠?
점심 뭐 먹을까?
응응!
그럼 이따 연락할게
하이
비 온대
오늘 일정 어때?
오늘 저녁 시간 돼?"
1174,일상 대화,"하이
오늘 춥다!
바빠??
내일 잠깐 볼 수 있어??!
좋아
내일 보자
안녕하세요
비 온대"
1175,일상 대화,"안녕하세요
오늘까지 가능해?
혹시 다시 한 번 보내줄래?
넵
고마워! ㅎㅎ
조심히 들어가
안녕
파일 공유해줄 수 있어? ㅎㅎ
그거 말한 거 맞지??
좋아 ㅎㅎ"
1176,일상 대화,"좋은 저녁 ㅎㅎ
바빠?
점심 뭐 먹을까?
그럼 몇 시가 좋아?!
넵
나중에 봐
오랜만
뭐 해??
주말에 뭐 할 거야??
혹시 다시 한 번 보내줄래?"
1177,일상 대화,"좋은 저녁
지금 어디야?
주말에 뭐 할 거야?!
장소는 어디로 할까??
응응
좋은 하루 보내 ㅎㅎ
좋은 저녁
뭐 해?
오늘 저녁 시간 돼??!
그럼 몇 시가 좋아?"
1178,일상 대화,"오랜만
가격 괜찮아?
정확히 뭐가 필요한 거야?
좋아
땡큐
그럼 이따 연락할게!
좋은 아침
가격 괜찮아??
그거 말한 거 맞지?
확인했어
덕분에 살았다"
1179,일상 대화,"오랜만
오늘 일정 어때??
커피 한 잔 할래? ㅎㅎ
정확히 뭐가 필요한 거야?
확인했어
내일 보자
좋은 저녁
오늘 일정 어때??
내일 잠깐 볼 수 있어?
정확히 뭐가 필요한 거야?"
1180,일상 대화,"좋은 저녁 ㅎㅎ
스터디 언제 할래?
정확히 뭐가 필요한 거야?
확인했어
덕분에 살았다
좋은 하루 보내
좋은 저녁!
교수님 공지 봤어?
장소는 어디로 할까?
오케이
고마워!"
1181,일상 대화,"좋은 아침
과제 어디까지 했어?
그거 말한 거 맞지? ㅎㅎ
응응
덕분에 살았다
조심히 들어가
오랜만
과제 어디까지 했어?
장소는 어디로 할까?
응응"
1182,일상 대화,"하이
지금 어디야?
오늘 저녁 시간 돼?
혹시 다시 한 번 보내줄래?
알겠어
그럼 이따 연락할게
좋은 저녁
바빠?
내일 잠깐 볼 수 있어??
그거 말한 거 맞지?"
1183,일상 대화,"안녕
그거 어디서 샀어?
그럼 몇 시가 좋아?
알겠어
덕분에 살았다
내일 보자
안녕하세요 ㅎㅎ
추천해줄 만해?
정확히 뭐가 필요한 거야?
확인했어
진짜 고마워
내일 보자"
1184,일상 대화,"좋은 아침
오늘 춥다
시간 괜찮아?
내일 잠깐 볼 수 있어?
좋아
나중에 봐
안녕하세요!
비 온대
오늘 일정 어때?
오늘 저녁 시간 돼?
응응"
1185,일상 대화,"좋은 저녁
과제 어디까지 했어?
장소는 어디로 할까??
응응
고마워!
그럼 이따 연락할게
좋은 저녁 ㅎㅎ
과제 어디까지 했어?
그거 말한 거 맞지?
좋아
땡큐 ㅎㅎ!"
1186,일상 대화,"좋은 저녁
시간 괜찮아? ㅎㅎ
주말에 뭐 할 거야??!
장소는 어디로 할까?
넵
좋은 하루 보내
좋은 저녁
바빠??
커피 한 잔 할래??
정확히 뭐가 필요한 거야?
좋아"
1187,일상 대화,"좋은 아침
회의 자료 다 됐어?
그럼 몇 시가 좋아?
넵
고마워!
조심히 들어가
좋은 저녁
그 건 일정 어떻게 돼? ㅎㅎ
장소는 어디로 할까?
좋아"
1188,일상 대화,"좋은 아침
그거 어디서 샀어?
혹시 다시 한 번 보내줄래??
알겠어
땡큐!
조심히 들어가
좋은 저녁
그거 어디서 샀어?
정확히 뭐가 필요한 거야?
오케이
고마워!!"
1189,일상 대화,"하이
파일 공유해줄 수 있어?
정확히 뭐가 필요한 거야?
알겠어
덕분에 살았다!
그럼 이따 연락할게
안녕
그 건 일정 어떻게 돼?? ㅎㅎ
정확히 뭐가 필요한 거야?
응응"
1190,일상 대화,"하이
바빠??!
커피 한 잔 할래?
그거 말한 거 맞지??
확인했어
나중에 봐
좋은 저녁
뭐 해?!
주말에 뭐 할 거야??
정확히 뭐가 필요한 거야??"
1191,일상 대화,"하이
바빠?
내일 잠깐 볼 수 있어?
그거 말한 거 맞지?!
응응
그럼 이따 연락할게
좋은 아침
바빠?
내일 잠깐 볼 수 있어?
장소는 어디로 할까?"
1192,일상 대화,"좋은 아침
배송은 빨라?
장소는 어디로 할까??!
확인했어
덕분에 살았다
조심히 들어가 ㅎㅎ
안녕하세요
사이즈 어때?
그럼 몇 시가 좋아??
확인했어"
1193,일상 대화,"좋은 아침
오늘 일정 어때?
점심 뭐 먹을까?
혹시 다시 한 번 보내줄래??
확인했어
그럼 이따 연락할게
좋은 저녁
뭐 해?
내일 잠깐 볼 수 있어??
장소는 어디로 할까?!"
1194,일상 대화,"하이
시험 범위 정리했어??
그거 말한 거 맞지??
넵
진짜 고마워
그럼 이따 연락할게
하이
과제 어디까지 했어??
그럼 몇 시가 좋아?
좋아"
1195,일상 대화,"좋은 저녁
배송은 빨라?
그럼 몇 시가 좋아?!
오케이
덕분에 살았다
그럼 이따 연락할게
하이
가격 괜찮아?
그럼 몇 시가 좋아??
확인했어"
1196,일상 대화,"하이
바빠??
오늘 저녁 시간 돼?
그럼 몇 시가 좋아?
넵
조심히 들어가 ㅎㅎ
안녕 ㅎㅎ
바빠??
커피 한 잔 할래?
정확히 뭐가 필요한 거야??"
1197,일상 대화,"하이
이번 주 마감 괜찮겠어?
혹시 다시 한 번 보내줄래?
확인했어 ㅎㅎ
덕분에 살았다
그럼 이따 연락할게
안녕
이번 주 마감 괜찮겠어?
장소는 어디로 할까? ㅎㅎ
넵"
1198,일상 대화,"안녕하세요
수업 자료 봤어??
그럼 몇 시가 좋아?
응응
덕분에 살았다
그럼 이따 연락할게
오랜만 ㅎㅎ
시험 범위 정리했어?
그거 말한 거 맞지??
알겠어
땡큐"
1199,일상 대화,"하이
비 온대
지금 어디야?!
주말에 뭐 할 거야?
넵
좋은 하루 보내 ㅎㅎ
오랜만
오늘 춥다
뭐 해?
점심 뭐 먹을까??
확인했어
내일 보자"
1200,일상 대화,"하이
스터디 언제 할래?
정확히 뭐가 필요한 거야??
응응
땡큐 ㅎㅎ!
조심히 들어가
좋은 아침
수업 자료 봤어?
그거 말한 거 맞지?
확인했어"
1201,일상 대화,"하이
그거 어디서 샀어??
장소는 어디로 할까??
알겠어
덕분에 살았다
내일 보자
하이
배송은 빨라??
그럼 몇 시가 좋아?
확인했어"
1202,일상 대화,"안녕 ㅎㅎ
교수님 공지 봤어??
그럼 몇 시가 좋아?
확인했어
감사합니다
좋은 하루 보내
안녕
과제 어디까지 했어?
정확히 뭐가 필요한 거야?!
넵
감사합니다"
1203,일상 대화,"좋은 아침
오늘 춥다
시간 괜찮아?
점심 뭐 먹을까?
응응
내일 보자
하이 ㅎㅎ
비 온대
오늘 일정 어때?
오늘 저녁 시간 돼??"
1204,일상 대화,"안녕하세요
바빠?
내일 잠깐 볼 수 있어?
그거 말한 거 맞지??!
좋아
내일 보자 ㅎㅎ
하이
바빠?
내일 잠깐 볼 수 있어??!
그거 말한 거 맞지?"
1205,일상 대화,"안녕
오늘 춥다
바빠?
점심 뭐 먹을까??
알겠어 ㅎㅎ
좋은 하루 보내!
안녕하세요
비 온대
시간 괜찮아?? ㅎㅎ
커피 한 잔 할래??"
1206,일상 대화,"하이
지금 어디야?
점심 뭐 먹을까??
그럼 몇 시가 좋아??
넵
조심히 들어가 ㅎㅎ
좋은 저녁
뭐 해??
커피 한 잔 할래??
그럼 몇 시가 좋아?"
1207,일상 대화,"하이
수업 자료 봤어? ㅎㅎ
장소는 어디로 할까?
좋아
진짜 고마워!
내일 보자
오랜만
시험 범위 정리했어??
정확히 뭐가 필요한 거야??!
넵
땡큐
조심히 들어가"
1208,일상 대화,"안녕
과제 어디까지 했어?!
그거 말한 거 맞지?
오케이
감사합니다
좋은 하루 보내
좋은 아침 ㅎㅎ
수업 자료 봤어?
정확히 뭐가 필요한 거야??
좋아!"
1209,일상 대화,"안녕
바빠??
점심 뭐 먹을까?
그럼 몇 시가 좋아??
오케이
조심히 들어가
좋은 저녁
오늘 일정 어때?
점심 뭐 먹을까??
그거 말한 거 맞지??!"
1210,일상 대화,"오랜만
추천해줄 만해??
그럼 몇 시가 좋아?!
좋아
진짜 고마워
좋은 하루 보내
안녕
배송은 빨라?
그거 말한 거 맞지?
넵"
1211,일상 대화,"좋은 저녁
비 온대
지금 어디야?
내일 잠깐 볼 수 있어?!
알겠어
내일 보자
오랜만
오늘 춥다
바빠??
오늘 저녁 시간 돼? ㅎㅎ
넵!"
1212,일상 대화,"안녕 ㅎㅎ
오늘 춥다
오늘 일정 어때?
오늘 저녁 시간 돼??
좋아
그럼 이따 연락할게
좋은 아침
날씨 진짜 좋다 ㅎㅎ
오늘 일정 어때?
커피 한 잔 할래?"
